No.,Name,name_url,HP,Att,Def,S.Att,S.Def,Spd,PrimaryType,SecondaryType,Ability1,Ability2,HiddenAbility,Generation,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary
459,Snover,snover,60,62,50,62,60,40,grass,ice,Snow Warning,,Soundproof,4,50,50,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1,1,50.5,120,50,2560,Slow,0,0
460,Abomasnow,abomasnow,90,92,75,92,85,60,grass,ice,Snow Warning,,Soundproof,4,50,50,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1,2.2,135.5,60,50,2560,Slow,0,0
461,Weavile,weavile,70,120,65,45,85,125,dark,ice,Pressure,,Pickpocket,4,50,50,1,2,1,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,2,1.1,34,45,35,2560,Medium Slow,0,0
462,Magnezone,magnezone,70,70,115,130,90,60,electric,steel,Magnet Pull,Sturdy,Analytic,4,,,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,1.2,180,30,50,2560,Medium Fast,0,0
463,Lickilicky,lickilicky,110,85,95,80,95,50,normal,,Own Tempo,Oblivious,Cloud Nine,4,50.2,49.8,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.7,140,30,50,2560,Medium Fast,0,0
464,Rhyperior,rhyperior,115,140,130,55,55,40,ground,rock,Lightning Rod,Solid Rock,Reckless,4,50,50,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,2.4,282.8,30,50,2560,Slow,0,0
465,Tangrowth,tangrowth,100,100,125,110,50,50,grass,,Chlorophyll,Leaf Guard,Regenerator,4,50.2,49.8,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,2,128.6,30,50,2560,Medium Fast,0,0
466,Electivire,electivire,75,123,67,95,85,95,electric,,Motor Drive,,Vital Spirit,4,75,25,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1.8,138.6,30,50,3200,Medium Fast,0,0
467,Magmortar,magmortar,75,95,67,125,95,83,fire,,Flame Body,,Vital Spirit,4,75,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1.6,68,30,50,3200,Medium Fast,0,0
468,Togekiss,togekiss,85,50,95,120,115,80,fairy,flying,Hustle,Serene Grace,Super Luck,4,88.14,11.86,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1,1.5,38,30,50,1280,Fast,0,0
469,Yanmega,yanmega,86,76,86,116,56,95,bug,flying,Speed Boost,Tinted Lens,Frisk,4,50,50,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,1.9,51.5,30,50,2560,Medium Fast,0,0
470,Leafeon,leafeon,65,110,130,60,65,95,grass,,Leaf Guard,,Chlorophyll,4,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1,25.5,45,35,4480,Medium Fast,0,0
471,Glaceon,glaceon,65,60,110,130,95,65,ice,,Snow Cloak,,Ice Body,4,88,12,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.8,25.9,45,35,4480,Medium Fast,0,0
472,Gliscor,gliscor,75,95,125,45,75,95,ground,flying,Hyper Cutter,Sand Veil,Poison Heal,4,50,50,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,2,42.5,30,50,2560,Medium Slow,0,0
473,Mamoswine,mamoswine,110,130,80,70,60,80,ice,ground,Oblivious,Snow Cloak,Thick Fat,4,50,50,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1,2.5,291,50,50,2560,Slow,0,0
474,Porygon-Z,porygon-z,85,80,70,135,75,90,normal,,Adaptability,Download,Analytic,4,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.9,34,30,50,2560,Medium Fast,0,0
475,Gallade,gallade,68,125,65,65,115,80,psychic,fighting,Steadfast,Sharpness,Justified,4,100,0,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,1.6,52,45,35,2560,Slow,1,0
476,Probopass,probopass,60,55,145,75,150,40,rock,steel,Sturdy,Magnet Pull,Sand Force,4,50,50,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,1.4,340,60,50,2560,Medium Fast,0,0
477,Dusknoir,dusknoir,45,100,135,65,135,45,ghost,,Pressure,,Frisk,4,50,50,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,2.2,106.6,45,35,3200,Fast,0,0
478,Froslass,froslass,70,80,70,80,70,110,ice,ghost,Snow Cloak,,Cursed Body,4,0,100,0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1,1.3,26.6,75,50,2560,Medium Fast,0,0
479,Rotom,rotom,50,50,77,95,77,91,electric,ghost,Levitate,,,4,,,0,1,1,0.5,1,1,0,0.5,2,0.5,1,0.5,1,2,1,2,0.5,1,0.3,0.3,45,50,2560,Medium Fast,0,0
480,Uxie,uxie,75,75,130,75,130,95,psychic,,Levitate,,,4,,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.3,0.3,3,140,10240,Slow,0,1
481,Mesprit,mesprit,80,105,105,105,105,80,psychic,,Levitate,,,4,,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.3,0.3,3,140,10240,Slow,0,1
482,Azelf,azelf,75,125,70,125,70,115,psychic,,Levitate,,,4,,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.3,0.3,3,140,10240,Slow,0,1
483,Dialga,dialga,100,120,120,150,100,90,steel,dragon,Pressure,,Telepathy,4,,,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1,5.4,683,3,0,15360,Slow,0,1
484,Palkia,palkia,90,120,100,150,120,100,water,dragon,Pressure,,Telepathy,4,,,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2,4.2,336,3,0,15360,Slow,0,1
485,Heatran,heatran,91,90,106,130,106,77,fire,steel,Flash Fire,,Flame Body,4,50,50,0.5,1,2,1,0.25,0.25,2,0,4,0.5,0.5,0.25,1,1,0.5,1,0.25,0.25,1.7,430,3,100,1280,Slow,0,1
486,Regigigas,regigigas,110,160,110,80,110,100,normal,,Slow Start,,,4,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,3.7,420,3,0,15360,Slow,0,1
487,Giratina,giratina,150,100,120,100,120,90,ghost,dragon,Pressure,,Telepathy,4,,,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,4.5,750,3,0,15360,Slow,0,1
488,Cresselia,cresselia,120,70,110,75,120,85,psychic,,Levitate,,,4,0,100,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.5,85.6,3,100,15360,Slow,0,1
489,Phione,phione,80,80,80,80,80,80,water,,Hydration,,,4,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.4,3.1,30,50,5120,Slow,0,1
490,Manaphy,manaphy,100,100,100,100,100,100,water,,Hydration,,,4,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.3,1.4,3,50,1280,Slow,0,1
491,Darkrai,darkrai,70,90,90,135,90,125,dark,,Bad Dreams,,,4,,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,1.5,50.5,3,0,15360,Slow,0,1
492,Shaymin,shaymin,100,100,100,100,100,100,grass,,Natural Cure,,,4,,,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.2,2.1,45,100,15360,Medium Slow,0,1
493,Arceus,arceus,120,120,120,120,120,120,normal,,Multitype,,,4,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,3.2,320,3,0,15360,Slow,0,1
494,Victini,victini,100,100,100,100,100,100,psychic,fire,Victory Star,,,5,,,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5,0.4,4,3,100,15360,Slow,0,1
495,Snivy,snivy,45,45,55,45,55,63,grass,,Overgrow,,Contrary,5,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.6,8.1,45,50,2560,Medium Slow,0,0
496,Servine,servine,60,60,75,60,75,83,grass,,Overgrow,,Contrary,5,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.8,16,45,50,2560,Medium Slow,0,0
497,Serperior,serperior,75,75,95,75,95,113,grass,,Overgrow,,Contrary,5,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,3.3,63,45,50,2560,Medium Slow,0,0
498,Tepig,tepig,65,63,45,45,45,45,fire,,Blaze,,Thick Fat,5,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.5,9.9,45,50,2560,Medium Slow,0,0
499,Pignite,pignite,90,93,55,70,55,55,fire,fighting,Blaze,,Thick Fat,5,88,12,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,1,55.5,45,50,2560,Medium Slow,0,0
500,Emboar,emboar,110,123,65,100,65,65,fire,fighting,Blaze,,Reckless,5,88,12,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,1.6,150,45,50,2560,Medium Slow,0,0
501,Oshawott,oshawott,55,55,45,63,45,45,water,,Torrent,,Shell Armor,5,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,5.9,45,50,2560,Medium Slow,0,0
502,Dewott,dewott,75,75,60,83,60,60,water,,Torrent,,Shell Armor,5,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.8,24.5,45,50,2560,Medium Slow,0,0
503,Samurott,samurott,95,100,85,108,70,70,water,,Torrent,,Shell Armor,5,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,94.6,45,50,2560,Medium Slow,0,0
504,Patrat,patrat,45,55,39,35,39,42,normal,,Run Away,Keen Eye,Analytic,5,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.5,11.6,255,70,3840,Medium Fast,0,0
505,Watchog,watchog,60,85,69,60,69,77,normal,,Illuminate,Keen Eye,Analytic,5,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.1,27,255,70,5120,Medium Fast,0,0
506,Lillipup,lillipup,45,60,45,25,45,55,normal,,Vital Spirit,Pickup,Run Away,5,50.2,49.8,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.4,4.1,255,50,1920,Medium Slow,0,0
507,Herdier,herdier,65,80,65,35,65,60,normal,,Intimidate,Sand Rush,Scrappy,5,50.2,49.8,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.9,14.7,120,50,1920,Medium Slow,0,0
508,Stoutland,stoutland,85,110,90,45,90,80,normal,,Intimidate,Sand Rush,Scrappy,5,50.2,49.8,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.2,61,45,50,1920,Medium Slow,0,0
509,Purrloin,purrloin,41,50,37,50,37,66,dark,,Limber,Unburden,Prankster,5,50.2,49.8,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.4,10.1,255,50,2560,Medium Fast,0,0
510,Liepard,liepard,64,88,50,88,50,106,dark,,Limber,Unburden,Prankster,5,50.2,49.8,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,1.1,37.5,90,50,2560,Medium Fast,0,0
511,Pansage,pansage,50,53,48,53,48,64,grass,,Gluttony,,Overgrow,5,88.1,11.9,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.6,10.5,190,70,5120,Medium Fast,0,0
512,Simisage,simisage,75,98,63,98,63,101,grass,,Gluttony,,Overgrow,5,88.1,11.9,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1.1,30.5,75,70,5120,Medium Fast,0,0
513,Pansear,pansear,50,53,48,53,48,64,fire,,Gluttony,,Blaze,5,88.1,11.9,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.6,11,190,70,5120,Medium Fast,0,0
514,Simisear,simisear,75,98,63,98,63,101,fire,,Gluttony,,Blaze,5,88.1,11.9,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1,28,75,70,5120,Medium Fast,0,0
515,Panpour,panpour,50,53,48,53,48,64,water,,Gluttony,,Torrent,5,88.1,11.9,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.6,13.5,190,70,5120,Medium Fast,0,0
516,Simipour,simipour,75,98,63,98,63,101,water,,Gluttony,,Torrent,5,88.1,11.9,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,29,75,70,5120,Medium Fast,0,0
517,Munna,munna,76,25,45,67,55,24,psychic,,Forewarn,Synchronize,Telepathy,5,50.2,49.8,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.6,23.3,190,50,1280,Fast,0,0
518,Musharna,musharna,116,55,85,107,95,29,psychic,,Forewarn,Synchronize,Telepathy,5,50.2,49.8,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.1,60.5,75,50,1280,Fast,0,0
519,Pidove,pidove,50,55,50,36,30,43,normal,flying,Big Pecks,Super Luck,Rivalry,5,50.2,49.8,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.3,2.1,255,50,1920,Medium Slow,0,0
520,Tranquill,tranquill,62,77,62,50,42,65,normal,flying,Big Pecks,Super Luck,Rivalry,5,50.2,49.8,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.6,15,120,50,1920,Medium Slow,0,0
521,Unfezant,unfezant,80,115,80,65,55,93,normal,flying,Big Pecks,Super Luck,Rivalry,5,50.2,49.8,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,1.2,29,45,50,1920,Medium Slow,0,0
522,Blitzle,blitzle,45,60,32,50,32,76,electric,,Lightning Rod,Motor Drive,Sap Sipper,5,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.8,29.8,190,50,2560,Medium Fast,0,0
523,Zebstrika,zebstrika,75,100,63,80,63,116,electric,,Lightning Rod,Motor Drive,Sap Sipper,5,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1.6,79.5,75,50,2560,Medium Fast,0,0
524,Roggenrola,roggenrola,55,75,85,25,25,15,rock,,Sturdy,Weak Armor,Sand Force,5,50.2,49.8,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.4,18,255,50,1920,Medium Slow,0,0
525,Boldore,boldore,70,105,105,50,40,20,rock,,Sturdy,Weak Armor,Sand Force,5,50.2,49.8,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.9,102,120,50,1920,Medium Slow,0,0
526,Gigalith,gigalith,85,135,130,60,80,25,rock,,Sturdy,Sand Stream,Sand Force,5,50.2,49.8,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,1.7,260,45,50,1920,Medium Slow,0,0
527,Woobat,woobat,65,45,43,55,43,72,psychic,flying,Unaware,Klutz,Simple,5,50.2,49.8,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,0.4,2.1,190,50,1920,Medium Fast,0,0
528,Swoobat,swoobat,67,57,55,77,55,114,psychic,flying,Unaware,Klutz,Simple,5,50.2,49.8,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,0.9,10.5,45,50,1920,Medium Fast,0,0
529,Drilbur,drilbur,60,85,40,30,45,68,ground,,Sand Rush,Sand Force,Mold Breaker,5,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.3,8.5,120,50,2560,Medium Fast,0,0
530,Excadrill,excadrill,110,135,60,50,65,88,ground,steel,Sand Rush,Sand Force,Mold Breaker,5,50,50,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,0.7,40.4,60,50,2560,Medium Fast,0,0
531,Audino,audino,103,60,86,60,86,50,normal,,Healer,Regenerator,Klutz,5,50.2,49.8,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.1,31,255,50,2560,Fast,1,0
532,Timburr,timburr,75,80,55,25,35,35,fighting,,Guts,Sheer Force,Iron Fist,5,75,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.6,12.5,180,70,2560,Medium Slow,0,0
533,Gurdurr,gurdurr,85,105,85,40,50,40,fighting,,Guts,Sheer Force,Iron Fist,5,75,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,1.2,40,90,50,2560,Medium Slow,0,0
534,Conkeldurr,conkeldurr,105,140,95,55,65,45,fighting,,Guts,Sheer Force,Iron Fist,5,75,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,1.4,87,45,50,2560,Medium Slow,0,0
535,Tympole,tympole,50,50,40,50,40,64,water,,Swift Swim,Hydration,Water Absorb,5,50.2,49.8,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,4.5,255,50,2560,Medium Slow,0,0
536,Palpitoad,palpitoad,75,65,55,65,55,69,water,ground,Swift Swim,Hydration,Water Absorb,5,50.2,49.8,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0.8,17,120,50,2560,Medium Slow,0,0
537,Seismitoad,seismitoad,105,95,75,85,75,74,water,ground,Swift Swim,Poison Touch,Water Absorb,5,50.2,49.8,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,1.5,62,45,50,2560,Medium Slow,0,0
538,Throh,throh,120,100,85,30,85,45,fighting,,Guts,Inner Focus,Mold Breaker,5,100,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,1.3,55.5,45,50,2560,Medium Fast,0,0
539,Sawk,sawk,75,125,75,30,75,85,fighting,,Sturdy,Inner Focus,Mold Breaker,5,100,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,1.4,51,45,50,2560,Medium Fast,0,0
540,Sewaddle,sewaddle,45,53,70,40,60,42,bug,grass,Swarm,Chlorophyll,Overcoat,5,50,50,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0.3,2.5,255,50,1920,Medium Slow,0,0
541,Swadloon,swadloon,55,63,90,50,80,42,bug,grass,Leaf Guard,Chlorophyll,Overcoat,5,50,50,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0.5,7.3,120,50,1920,Medium Slow,0,0
542,Leavanny,leavanny,75,103,80,70,80,92,bug,grass,Swarm,Chlorophyll,Overcoat,5,50,50,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,1.2,20.5,45,50,1920,Medium Slow,0,0
543,Venipede,venipede,30,45,59,30,39,57,bug,poison,Poison Point,Swarm,Speed Boost,5,50.2,49.8,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0.4,5.3,255,50,1920,Medium Slow,0,0
544,Whirlipede,whirlipede,40,55,99,40,79,47,bug,poison,Poison Point,Swarm,Speed Boost,5,50.2,49.8,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,1.2,58.5,120,50,1920,Medium Slow,0,0
545,Scolipede,scolipede,60,100,89,55,69,112,bug,poison,Poison Point,Swarm,Speed Boost,5,50.2,49.8,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,2.5,200.5,45,50,2560,Medium Slow,0,0
546,Cottonee,cottonee,40,27,60,37,50,66,grass,fairy,Prankster,Infiltrator,Chlorophyll,5,50,50,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0.3,0.6,190,50,2560,Medium Fast,0,0
547,Whimsicott,whimsicott,60,67,85,77,75,116,grass,fairy,Prankster,Infiltrator,Chlorophyll,5,50,50,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0.7,6.6,75,50,2560,Medium Fast,0,0
548,Petilil,petilil,45,35,50,70,50,30,grass,,Chlorophyll,Own Tempo,Leaf Guard,5,0,100,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.5,6.6,190,50,2560,Medium Fast,0,0
549,Lilligant,lilligant,70,60,75,110,75,90,grass,,Chlorophyll,Own Tempo,Leaf Guard,5,0,100,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1.1,16.3,75,50,2560,Medium Fast,0,0
550,Basculin,basculin,70,92,65,80,55,98,water,,Reckless,Adaptability,Mold Breaker,5,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,18,190,50,5120,Medium Fast,0,0
551,Sandile,sandile,50,72,35,35,35,65,ground,dark,Intimidate,Moxie,Anger Point,5,50,50,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,0.7,15.2,180,50,2560,Medium Slow,0,0
552,Krokorok,krokorok,60,82,45,45,45,74,ground,dark,Intimidate,Moxie,Anger Point,5,50,50,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,1,33.4,90,50,2560,Medium Slow,0,0
553,Krookodile,krookodile,95,117,80,65,70,92,ground,dark,Intimidate,Moxie,Anger Point,5,50,50,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,1.5,96.3,45,50,2560,Medium Slow,0,0
554,Darumaka,darumaka,70,90,45,15,45,50,fire,,Hustle,,Inner Focus,5,50.2,49.8,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.7,40,120,50,2560,Medium Slow,0,0
555,Darmanitan,darmanitan,105,140,55,30,55,95,fire,,Sheer Force,,Zen Mode,5,50.2,49.8,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1.7,120,60,50,2560,Medium Slow,0,0
556,Maractus,maractus,75,86,67,106,67,60,grass,,Water Absorb,Chlorophyll,Storm Drain,5,50.2,49.8,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1,28,255,50,2560,Medium Fast,0,0
557,Dwebble,dwebble,50,65,85,35,35,55,bug,rock,Sturdy,Shell Armor,Weak Armor,5,50.2,49.8,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,0.3,14.5,190,50,2560,Medium Fast,0,0
558,Crustle,crustle,70,105,125,65,75,45,bug,rock,Sturdy,Shell Armor,Weak Armor,5,50.2,49.8,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,1.4,200,75,50,2560,Medium Fast,0,0
559,Scraggy,scraggy,50,75,70,35,70,48,dark,fighting,Shed Skin,Moxie,Intimidate,5,50,50,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,0.6,11.8,180,35,1920,Medium Fast,0,0
560,Scrafty,scrafty,65,90,115,45,115,58,dark,fighting,Shed Skin,Moxie,Intimidate,5,50,50,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,1.1,30,90,50,1920,Medium Fast,0,0
561,Sigilyph,sigilyph,72,58,80,103,80,97,psychic,flying,Wonder Skin,Magic Guard,Tinted Lens,5,50.2,49.8,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,1.4,14,45,50,2560,Medium Fast,0,0
562,Yamask,yamask,38,30,85,55,65,30,ghost,,Mummy,,,5,50.2,49.8,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.5,1.5,190,50,3200,Medium Fast,0,0
563,Cofagrigus,cofagrigus,58,50,145,95,105,30,ghost,,Mummy,,,5,50.2,49.8,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,1.7,76.5,90,50,3200,Medium Fast,0,0
564,Tirtouga,tirtouga,54,78,103,53,45,22,water,rock,Solid Rock,Sturdy,Swift Swim,5,88.14,11.86,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0.7,16.5,45,50,3840,Medium Fast,0,0
565,Carracosta,carracosta,74,108,133,83,65,32,water,rock,Solid Rock,Sturdy,Swift Swim,5,88.14,11.86,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,1.2,81,45,50,3840,Medium Fast,0,0
566,Archen,archen,55,112,45,74,45,70,rock,flying,Defeatist,,,5,88.14,11.86,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,0.5,9.5,45,50,3840,Medium Fast,0,0
567,Archeops,archeops,75,140,65,112,65,110,rock,flying,Defeatist,,,5,88.14,11.86,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,1.4,32,45,50,3840,Medium Fast,0,0
568,Trubbish,trubbish,50,50,62,40,62,65,poison,,Stench,Sticky Hold,Aftermath,5,50.2,49.8,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.6,31,190,50,2560,Medium Fast,0,0
569,Garbodor,garbodor,80,95,82,60,82,75,poison,,Stench,Weak Armor,Aftermath,5,50.2,49.8,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,1.9,107.3,60,50,2560,Medium Fast,0,0
570,Zorua,zorua,40,65,40,80,40,65,dark,,Illusion,,,5,88,12,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.7,12.5,75,50,3200,Medium Slow,0,0
571,Zoroark,zoroark,60,105,60,120,60,105,dark,,Illusion,,,5,88,12,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,1.6,81.1,45,50,2560,Medium Slow,0,0
572,Minccino,minccino,55,50,40,40,40,75,normal,,Cute Charm,Technician,Skill Link,5,25,75,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.4,5.8,255,50,1920,Fast,0,0
