UniqeIdentifier,No.,Name,name_url,HP,Att,Def,S.Att,S.Def,Spd,Ph.Sweep,Sp.Sweep,Wall,Ph.Tank,Sp.Tank,PrimaryType,SecondaryType,Ability,Ability Gen,Ability Category,Activation Requirement,Gen,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary,final_stage,regional_form
34nidokingRivalry1,34,Nidoking,nidoking,81,102,77,85,75,85,187,170,233,179,160,poison,ground,Rivalry,4,Stats Affected,No,1,100,0,1,1,2,0,1,2,0.5,0.25,2,1,2,0.5,0.5,1,1,1,1,0.5,1.4,62,45,50,2560,Medium Slow,0,0,1,0
34nidokingSheer Force1,34,Nidoking,nidoking,81,102,77,85,75,85,187,170,233,179,160,poison,ground,Sheer Force,5,Stats Affected,Yes,1,100,0,1,1,2,0,1,2,0.5,0.25,2,1,2,0.5,0.5,1,1,1,1,0.5,1.4,62,45,50,2560,Medium Slow,0,0,1,0
35clefairyCute Charm1,35,Clefairy,clefairy,70,45,48,60,65,35,80,95,183,93,125,fairy,,Cute Charm,3,Stats Affected,Yes,1,25,75,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.6,7.5,150,140,1280,Fast,0,0,0,0
35clefairyMagic Guard1,35,Clefairy,clefairy,70,45,48,60,65,35,80,95,183,93,125,fairy,,Magic Guard,4,Damage Modification,Yes,1,25,75,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.6,7.5,150,140,1280,Fast,0,0,0,0
35clefairyFriend Guard1,35,Clefairy,clefairy,70,45,48,60,65,35,80,95,183,93,125,fairy,,Friend Guard,5,Damage Modification,No,1,25,75,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.6,7.5,150,140,1280,Fast,0,0,0,0
36clefableCute Charm1,36,Clefable,clefable,95,70,73,95,90,60,130,155,258,143,185,fairy,,Cute Charm,3,Stats Affected,Yes,1,25,75,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,1.3,40,25,140,1280,Fast,0,0,1,0
36clefableMagic Guard1,36,Clefable,clefable,95,70,73,95,90,60,130,155,258,143,185,fairy,,Magic Guard,4,Damage Modification,Yes,1,25,75,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,1.3,40,25,140,1280,Fast,0,0,1,0
36clefableUnaware1,36,Clefable,clefable,95,70,73,95,90,60,130,155,258,143,185,fairy,,Unaware,4,Stats Affected,Yes,1,25,75,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,1.3,40,25,140,1280,Fast,0,0,1,0
37vulpixFlash Fire1,37,Vulpix,vulpix,38,41,40,50,65,65,106,115,143,81,115,fire,,Flash Fire,3,Conditional Power Boosts,Yes,1,25,75,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.6,9.9,190,50,2560,Medium Fast,0,0,0,0
37vulpixDrought1,37,Vulpix,vulpix,38,41,40,50,65,65,106,115,143,81,115,fire,,Drought,3,Type Change,Yes,1,25,75,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.6,9.9,190,50,2560,Medium Fast,0,0,0,0
37vulpixSnow Cloak7,37,Vulpix,vulpix,38,41,40,50,65,65,106,115,143,81,115,ice,,Snow Cloak,4,Stats Affected,Yes,7,25,75,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.6,9.9,190,50,2560,Medium Fast,0,0,0,1
37vulpixSnow Warning7,37,Vulpix,vulpix,38,41,40,50,65,65,106,115,143,81,115,ice,,Snow Warning,4,Weather,Yes,7,25,75,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.6,9.9,190,50,2560,Medium Fast,0,0,0,1
38ninetalesFlash Fire1,38,Ninetales,ninetales,73,76,75,81,100,100,176,181,248,151,181,fire,,Flash Fire,3,Conditional Power Boosts,Yes,1,25,75,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1.1,19.9,75,50,2560,Medium Fast,0,0,1,0
38ninetalesDrought1,38,Ninetales,ninetales,73,76,75,81,100,100,176,181,248,151,181,fire,,Drought,3,Type Change,Yes,1,25,75,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1.1,19.9,75,50,2560,Medium Fast,0,0,1,0
38ninetalesSnow Cloak7,38,Ninetales,ninetales,73,67,75,81,100,109,176,190,248,142,181,ice,fairy,Snow Cloak,4,Stats Affected,Yes,7,25,75,1,2,1,1,1,0.5,1,2,1,1,1,0.5,2,1,0,0.5,4,1,1.1,19.9,75,50,2560,Medium Fast,0,0,1,1
38ninetalesSnow Warning7,38,Ninetales,ninetales,73,67,75,81,100,109,176,190,248,142,181,ice,fairy,Snow Warning,4,Weather,Yes,7,25,75,1,2,1,1,1,0.5,1,2,1,1,1,0.5,2,1,0,0.5,4,1,1.1,19.9,75,50,2560,Medium Fast,0,0,1,1
39jigglypuffCute Charm1,39,Jigglypuff,jigglypuff,115,45,20,45,25,20,65,65,160,65,70,normal,fairy,Cute Charm,3,Stats Affected,Yes,1,25,75,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1,0.5,5.5,170,50,1280,Fast,0,0,0,0
39jigglypuffCompetitive1,39,Jigglypuff,jigglypuff,115,45,20,45,25,20,65,65,160,65,70,normal,fairy,Competitive,6,Stats Affected,Yes,1,25,75,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1,0.5,5.5,170,50,1280,Fast,0,0,0,0
39jigglypuffFriend Guard1,39,Jigglypuff,jigglypuff,115,45,20,45,25,20,65,65,160,65,70,normal,fairy,Friend Guard,5,Damage Modification,No,1,25,75,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1,0.5,5.5,170,50,1280,Fast,0,0,0,0
40wigglytuffCute Charm1,40,Wigglytuff,wigglytuff,140,70,45,85,50,45,115,130,235,115,135,normal,fairy,Cute Charm,3,Stats Affected,Yes,1,25,75,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1,1,12,50,50,1280,Fast,0,0,1,0
40wigglytuffCompetitive1,40,Wigglytuff,wigglytuff,140,70,45,85,50,45,115,130,235,115,135,normal,fairy,Competitive,6,Stats Affected,Yes,1,25,75,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1,1,12,50,50,1280,Fast,0,0,1,0
40wigglytuffFrisk1,40,Wigglytuff,wigglytuff,140,70,45,85,50,45,115,130,235,115,135,normal,fairy,Frisk,4,Item Interaction,No,1,25,75,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1,1,12,50,50,1280,Fast,0,0,1,0
41zubatInner Focus1,41,Zubat,zubat,40,45,35,30,40,55,100,85,115,80,70,poison,flying,Inner Focus,3,Miscellaneous,Yes,1,50.2,49.8,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,0.5,0.8,7.5,255,50,1920,Medium Fast,0,0,0,0
41zubatInfiltrator1,41,Zubat,zubat,40,45,35,30,40,55,100,85,115,80,70,poison,flying,Infiltrator,5,Miscellaneous,No,1,50.2,49.8,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,0.5,0.8,7.5,255,50,1920,Medium Fast,0,0,0,0
42golbatInner Focus1,42,Golbat,golbat,75,80,70,65,75,90,170,155,220,150,140,poison,flying,Inner Focus,3,Miscellaneous,Yes,1,50.2,49.8,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,0.5,1.6,55,90,50,1920,Medium Fast,0,0,0,0
42golbatInfiltrator1,42,Golbat,golbat,75,80,70,65,75,90,170,155,220,150,140,poison,flying,Infiltrator,5,Miscellaneous,No,1,50.2,49.8,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,0.5,1.6,55,90,50,1920,Medium Fast,0,0,0,0
43oddishChlorophyll1,43,Oddish,oddish,45,50,55,75,65,30,80,105,165,105,140,grass,poison,Chlorophyll,3,Stats Affected,Yes,1,50,50,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.5,5.4,255,50,2560,Medium Slow,0,0,0,0
43oddishRun Away1,43,Oddish,oddish,45,50,55,75,65,30,80,105,165,105,140,grass,poison,Run Away,3,Miscellaneous,No,1,50,50,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.5,5.4,255,50,2560,Medium Slow,0,0,0,0
44gloomChlorophyll1,44,Gloom,gloom,60,65,70,85,75,40,105,125,205,135,160,grass,poison,Chlorophyll,3,Stats Affected,Yes,1,50,50,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.8,8.6,120,50,2560,Medium Slow,0,0,0,0
44gloomStench1,44,Gloom,gloom,60,65,70,85,75,40,105,125,205,135,160,grass,poison,Stench,3,Stats Affected,Yes,1,50,50,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.8,8.6,120,50,2560,Medium Slow,0,0,0,0
45vileplumeChlorophyll1,45,Vileplume,vileplume,75,80,85,110,90,50,130,160,250,165,200,grass,poison,Chlorophyll,3,Stats Affected,Yes,1,50,50,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,1.2,18.6,45,50,2560,Medium Slow,0,0,1,0
45vileplumeEffect Spore1,45,Vileplume,vileplume,75,80,85,110,90,50,130,160,250,165,200,grass,poison,Effect Spore,3,Status Affected,No,1,50,50,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,1.2,18.6,45,50,2560,Medium Slow,0,0,1,0
46parasEffect Spore1,46,Paras,paras,35,70,55,45,55,25,95,70,145,125,100,bug,grass,Effect Spore,3,Status Affected,No,1,50.2,49.8,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0.3,5.4,190,50,2560,Medium Fast,0,0,0,0
46parasDry Skin1,46,Paras,paras,35,70,55,45,55,25,95,70,145,125,100,bug,grass,Dry Skin,4,Damage Modification,Yes,1,50.2,49.8,1,5,0,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0.3,5.4,190,50,2560,Medium Fast,0,0,0,0
46parasDamp1,46,Paras,paras,35,70,55,45,55,25,95,70,145,125,100,bug,grass,Damp,3,Miscellaneous,Yes,1,50.2,49.8,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0.3,5.4,190,50,2560,Medium Fast,0,0,0,0
47parasectEffect Spore1,47,Parasect,parasect,60,95,80,60,80,30,125,90,220,175,140,bug,grass,Effect Spore,3,Status Affected,No,1,50.2,49.8,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,1,29.5,75,50,2560,Medium Fast,0,0,1,0
47parasectDry Skin1,47,Parasect,parasect,60,95,80,60,80,30,125,90,220,175,140,bug,grass,Dry Skin,4,Damage Modification,Yes,1,50.2,49.8,1,5,0,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,1,29.5,75,50,2560,Medium Fast,0,0,1,0
47parasectDamp1,47,Parasect,parasect,60,95,80,60,80,30,125,90,220,175,140,bug,grass,Damp,3,Miscellaneous,Yes,1,50.2,49.8,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,1,29.5,75,50,2560,Medium Fast,0,0,1,0
48venonatCompound Eyes1,48,Venonat,venonat,60,55,50,40,55,45,100,85,165,105,95,bug,poison,Compound Eyes,3,Stats Affected,No,1,50,50,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,1,30,190,50,2560,Medium Fast,0,0,0,0
48venonatTinted Lens1,48,Venonat,venonat,60,55,50,40,55,45,100,85,165,105,95,bug,poison,Tinted Lens,4,Conditional Power Boosts,No,1,50,50,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,1,30,190,50,2560,Medium Fast,0,0,0,0
48venonatRun Away1,48,Venonat,venonat,60,55,50,40,55,45,100,85,165,105,95,bug,poison,Run Away,3,Miscellaneous,No,1,50,50,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,1,30,190,50,2560,Medium Fast,0,0,0,0
49venomothShield Dust1,49,Venomoth,venomoth,70,65,60,90,75,90,155,180,205,125,165,bug,poison,Shield Dust,3,Miscellaneous,No,1,50,50,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,1.5,12.5,75,50,2560,Medium Fast,0,0,1,0
49venomothTinted Lens1,49,Venomoth,venomoth,70,65,60,90,75,90,155,180,205,125,165,bug,poison,Tinted Lens,4,Conditional Power Boosts,No,1,50,50,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,1.5,12.5,75,50,2560,Medium Fast,0,0,1,0
49venomothWonder Skin1,49,Venomoth,venomoth,70,65,60,90,75,90,155,180,205,125,165,bug,poison,Wonder Skin,5,Stats Affected,Yes,1,50,50,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,1.5,12.5,75,50,2560,Medium Fast,0,0,1,0
50diglettSand Veil1,50,Diglett,diglett,10,55,25,35,45,95,150,130,80,80,80,ground,,Sand Veil,3,Weather,Yes,1,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.2,1,255,50,2560,Medium Fast,0,0,0,0
50diglettArena Trap1,50,Diglett,diglett,10,55,25,35,45,95,150,130,80,80,80,ground,,Arena Trap,3,Miscellaneous,Yes,1,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.2,1,255,50,2560,Medium Fast,0,0,0,0
50diglettSand Force1,50,Diglett,diglett,10,55,25,35,45,95,150,130,80,80,80,ground,,Sand Force,5,Weather,Yes,1,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.2,1,255,50,2560,Medium Fast,0,0,0,0
50diglettSand Veil7,50,Diglett,diglett,10,55,30,35,45,90,145,125,85,85,80,ground,steel,Sand Veil,3,Weather,Yes,7,50,50,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,0.2,1,255,50,2560,Medium Fast,0,0,0,1
50diglettTangling Hair7,50,Diglett,diglett,10,55,30,35,45,90,145,125,85,85,80,ground,steel,Tangling Hair,7,Stats Affected,No,7,50,50,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,0.2,1,255,50,2560,Medium Fast,0,0,0,1
50diglettSand Force7,50,Diglett,diglett,10,55,30,35,45,90,145,125,85,85,80,ground,steel,Sand Force,5,Weather,Yes,7,50,50,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,0.2,1,255,50,2560,Medium Fast,0,0,0,1
51dugtrioSand Veil1,51,Dugtrio,dugtrio,35,100,50,50,70,120,220,170,155,150,120,ground,,Sand Veil,3,Weather,Yes,1,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.7,66.6,50,50,2560,Medium Fast,0,0,1,0
51dugtrioArena Trap1,51,Dugtrio,dugtrio,35,100,50,50,70,120,220,170,155,150,120,ground,,Arena Trap,3,Miscellaneous,Yes,1,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.7,66.6,50,50,2560,Medium Fast,0,0,1,0
51dugtrioSand Force1,51,Dugtrio,dugtrio,35,100,50,50,70,120,220,170,155,150,120,ground,,Sand Force,5,Weather,Yes,1,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.7,66.6,50,50,2560,Medium Fast,0,0,1,0
51dugtrioSand Veil7,51,Dugtrio,dugtrio,35,100,50,50,70,120,220,170,155,150,120,ground,steel,Sand Veil,3,Weather,Yes,7,50,50,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,0.7,66.6,50,50,2560,Medium Fast,0,0,1,1
51dugtrioTangling Hair7,51,Dugtrio,dugtrio,35,100,50,50,70,120,220,170,155,150,120,ground,steel,Tangling Hair,7,Stats Affected,No,7,50,50,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,0.7,66.6,50,50,2560,Medium Fast,0,0,1,1
51dugtrioSand Force7,51,Dugtrio,dugtrio,35,100,50,50,70,120,220,170,155,150,120,ground,steel,Sand Force,5,Weather,Yes,7,50,50,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,0.7,66.6,50,50,2560,Medium Fast,0,0,1,1
52meowthPickup1,52,Meowth,meowth,40,45,35,40,40,90,135,130,115,80,80,normal,,Pickup,3,Miscellaneous,No,1,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.4,4.2,255,50,2560,Medium Fast,0,0,0,0
52meowthTechnician1,52,Meowth,meowth,40,45,35,40,40,90,135,130,115,80,80,normal,,Technician,4,Conditional Power Boosts,No,1,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.4,4.2,255,50,2560,Medium Fast,0,0,0,0
52meowthUnnerve1,52,Meowth,meowth,40,45,35,40,40,90,135,130,115,80,80,normal,,Unnerve,5,Miscellaneous,No,1,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.4,4.2,255,50,2560,Medium Fast,0,0,0,0
52meowthPickup1,52,Meowth,meowth,40,35,35,50,40,90,125,140,115,70,90,dark,,Pickup,3,Miscellaneous,No,1,50,50,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.4,4.2,255,50,2560,Medium Fast,0,0,0,1
52meowthTechnician1,52,Meowth,meowth,40,35,35,50,40,90,125,140,115,70,90,dark,,Technician,4,Conditional Power Boosts,No,1,50,50,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.4,4.2,255,50,2560,Medium Fast,0,0,0,1
52meowthRattled1,52,Meowth,meowth,40,35,35,50,40,90,125,140,115,70,90,dark,,Rattled,5,Stats Affected,No,1,50,50,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.4,4.2,255,50,2560,Medium Fast,0,0,0,1
52meowthPickup8,52,Meowth,meowth,50,65,55,40,40,40,105,80,145,120,80,steel,,Pickup,3,Miscellaneous,No,8,50,50,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.4,7.5,255,50,2560,Medium Fast,0,0,0,1
52meowthTough Claws8,52,Meowth,meowth,50,65,55,40,40,40,105,80,145,120,80,steel,,Tough Claws,6,Conditional Power Boosts,No,8,50,50,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.4,7.5,255,50,2560,Medium Fast,0,0,0,1
52meowthUnnerve8,52,Meowth,meowth,50,65,55,40,40,40,105,80,145,120,80,steel,,Unnerve,5,Miscellaneous,No,8,50,50,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.4,7.5,255,50,2560,Medium Fast,0,0,0,1
53persianLimber1,53,Persian,persian,65,70,60,65,65,115,185,180,190,130,130,normal,,Limber,3,Miscellaneous,No,1,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.1,33,90,50,2560,Medium Fast,0,0,1,0
53persianTechnician1,53,Persian,persian,65,70,60,65,65,115,185,180,190,130,130,normal,,Technician,4,Conditional Power Boosts,No,1,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.1,33,90,50,2560,Medium Fast,0,0,1,0
53persianUnnerve1,53,Persian,persian,65,70,60,65,65,115,185,180,190,130,130,normal,,Unnerve,5,Miscellaneous,No,1,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.1,33,90,50,2560,Medium Fast,0,0,1,0
54psyduckDamp1,54,Psyduck,psyduck,50,52,48,65,50,55,107,120,148,100,115,water,,Damp,3,Miscellaneous,Yes,1,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.8,19.6,190,50,2560,Medium Fast,0,0,0,0
54psyduckCloud Nine1,54,Psyduck,psyduck,50,52,48,65,50,55,107,120,148,100,115,water,,Cloud Nine,3,Weather,Yes,1,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.8,19.6,190,50,2560,Medium Fast,0,0,0,0
54psyduckSwift Swim1,54,Psyduck,psyduck,50,52,48,65,50,55,107,120,148,100,115,water,,Swift Swim,3,Stats Affected,Yes,1,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.8,19.6,190,50,2560,Medium Fast,0,0,0,0
55golduckDamp1,55,Golduck,golduck,80,82,78,95,80,85,167,180,238,160,175,water,,Damp,3,Miscellaneous,Yes,1,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.7,76.6,75,50,2560,Medium Fast,0,0,1,0
55golduckCloud Nine1,55,Golduck,golduck,80,82,78,95,80,85,167,180,238,160,175,water,,Cloud Nine,3,Weather,Yes,1,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.7,76.6,75,50,2560,Medium Fast,0,0,1,0
55golduckSwift Swim1,55,Golduck,golduck,80,82,78,95,80,85,167,180,238,160,175,water,,Swift Swim,3,Stats Affected,Yes,1,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.7,76.6,75,50,2560,Medium Fast,0,0,1,0
56mankeyVital Spirit1,56,Mankey,mankey,40,80,35,35,45,70,150,105,120,115,80,fighting,,Vital Spirit,3,Damage Modification,Yes,1,50,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.5,28,190,50,2560,Medium Fast,0,0,0,0
56mankeyAnger Point1,56,Mankey,mankey,40,80,35,35,45,70,150,105,120,115,80,fighting,,Anger Point,4,Conditional Power Boosts,Yes,1,50,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.5,28,190,50,2560,Medium Fast,0,0,0,0
56mankeyDefiant1,56,Mankey,mankey,40,80,35,35,45,70,150,105,120,115,80,fighting,,Defiant,5,Stats Affected,Yes,1,50,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.5,28,190,50,2560,Medium Fast,0,0,0,0
57primeapeVital Spirit1,57,Primeape,primeape,65,105,60,60,70,95,200,155,195,165,130,fighting,,Vital Spirit,3,Damage Modification,Yes,1,50,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,1,32,75,50,2560,Medium Fast,0,0,0,0
57primeapeAnger Point1,57,Primeape,primeape,65,105,60,60,70,95,200,155,195,165,130,fighting,,Anger Point,4,Conditional Power Boosts,Yes,1,50,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,1,32,75,50,2560,Medium Fast,0,0,0,0
57primeapeDefiant1,57,Primeape,primeape,65,105,60,60,70,95,200,155,195,165,130,fighting,,Defiant,5,Stats Affected,Yes,1,50,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,1,32,75,50,2560,Medium Fast,0,0,0,0
58growlitheIntimidate1,58,Growlithe,growlithe,55,70,45,70,50,60,130,130,150,115,120,fire,,Intimidate,3,Stats Affected,No,1,75,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.7,19,190,50,2560,Slow,0,0,0,0
58growlitheFlash Fire1,58,Growlithe,growlithe,55,70,45,70,50,60,130,130,150,115,120,fire,,Flash Fire,3,Conditional Power Boosts,Yes,1,75,25,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.7,19,190,50,2560,Slow,0,0,0,0
58growlitheJustified1,58,Growlithe,growlithe,55,70,45,70,50,60,130,130,150,115,120,fire,,Justified,5,Stats Affected,Yes,1,75,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.7,19,190,50,2560,Slow,0,0,0,0
58growlitheIntimidate8,58,Growlithe,growlithe,60,75,45,65,50,55,130,120,155,120,115,fire,rock,Intimidate,3,Stats Affected,No,8,75,25,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,0.8,22.7,190,50,2560,Slow,0,0,0,1
58growlitheFlash Fire8,58,Growlithe,growlithe,60,75,45,65,50,55,130,120,155,120,115,fire,rock,Flash Fire,3,Conditional Power Boosts,Yes,8,75,25,0.5,0,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,0.8,22.7,190,50,2560,Slow,0,0,0,1
58growlitheRock Head8,58,Growlithe,growlithe,60,75,45,65,50,55,130,120,155,120,115,fire,rock,Rock Head,3,Damage Modification,No,8,75,25,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,0.8,22.7,190,50,2560,Slow,0,0,0,1
59arcanineIntimidate1,59,Arcanine,arcanine,90,110,80,100,80,95,205,195,250,190,180,fire,,Intimidate,3,Stats Affected,No,1,75,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1.9,155,75,50,2560,Slow,0,0,1,0
59arcanineFlash Fire1,59,Arcanine,arcanine,90,110,80,100,80,95,205,195,250,190,180,fire,,Flash Fire,3,Conditional Power Boosts,Yes,1,75,25,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1.9,155,75,50,2560,Slow,0,0,1,0
59arcanineJustified1,59,Arcanine,arcanine,90,110,80,100,80,95,205,195,250,190,180,fire,,Justified,5,Stats Affected,Yes,1,75,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1.9,155,75,50,2560,Slow,0,0,1,0
59arcanineIntimidate8,59,Arcanine,arcanine,95,115,80,95,80,90,205,185,255,195,175,fire,rock,Intimidate,3,Stats Affected,No,8,75,25,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,0.8,22.7,190,50,2560,Slow,0,0,1,1
59arcanineFlash Fire8,59,Arcanine,arcanine,95,115,80,95,80,90,205,185,255,195,175,fire,rock,Flash Fire,3,Conditional Power Boosts,Yes,8,75,25,0.5,0,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,0.8,22.7,190,50,2560,Slow,0,0,1,1
